created_at,full_name,openrank_monthly
2024-09-01,ClickHouse/ClickHouse,400.20098876953125
2024-10-01,ClickHouse/ClickHouse,387.8421936035156
2024-11-01,ClickHouse/ClickHouse,385.29522705078125
2024-12-01,ClickHouse/ClickHouse,378.157470703125
2025-01-01,ClickHouse/ClickHouse,389.9096984863281
2025-02-01,ClickHouse/ClickHouse,394.3828125
2025-03-01,ClickHouse/ClickHouse,391.7667541503906
2025-04-01,ClickHouse/ClickHouse,386.0302429199219
2025-05-01,ClickHouse/ClickHouse,383.96807861328125
2025-06-01,ClickHouse/ClickHouse,371.5789794921875
2025-07-01,ClickHouse/ClickHouse,358.09674072265625
2025-08-01,ClickHouse/ClickHouse,359.1044616699219
2024-09-01,Eventual-Inc/Daft,43.57239532470703
2024-10-01,Eventual-Inc/Daft,44.82380676269531
2024-11-01,Eventual-Inc/Daft,50.20584487915039
2024-12-01,Eventual-Inc/Daft,43.97015380859375
2025-01-01,Eventual-Inc/Daft,39.935447692871094
2025-02-01,Eventual-Inc/Daft,43.62974166870117
2025-03-01,Eventual-Inc/Daft,42.35629653930664
2025-04-01,Eventual-Inc/Daft,42.77290344238281
2025-05-01,Eventual-Inc/Daft,44.097686767578125
2025-06-01,Eventual-Inc/Daft,47.15379333496094
2025-07-01,Eventual-Inc/Daft,49.55143737792969
2025-08-01,Eventual-Inc/Daft,55.83259201049805
2024-09-01,GreptimeTeam/greptimedb,44.157257080078125
2024-10-01,GreptimeTeam/greptimedb,38.20546340942383
2024-11-01,GreptimeTeam/greptimedb,35.49949264526367
2024-12-01,GreptimeTeam/greptimedb,43.2736930847168
2025-01-01,GreptimeTeam/greptimedb,50.90605926513672
2025-02-01,GreptimeTeam/greptimedb,51.41712188720703
2025-03-01,GreptimeTeam/greptimedb,45.64080047607422
2025-04-01,GreptimeTeam/greptimedb,44.8325309753418
2025-05-01,GreptimeTeam/greptimedb,43.085418701171875
2025-06-01,GreptimeTeam/greptimedb,39.62076187133789
2025-07-01,GreptimeTeam/greptimedb,39.83594512939453
2025-08-01,GreptimeTeam/greptimedb,42.0536994934082
2024-09-01,MariaDB/server,67.7713623046875
2024-10-01,MariaDB/server,67.59413146972656
2024-11-01,MariaDB/server,67.60105895996094
2024-12-01,MariaDB/server,56.95252227783203
2025-01-01,MariaDB/server,60.07398986816406
2025-02-01,MariaDB/server,63.23159408569336
2025-03-01,MariaDB/server,72.76953887939453
2025-04-01,MariaDB/server,76.57212829589844
2025-05-01,MariaDB/server,66.77778625488281
2025-06-01,MariaDB/server,65.69363403320312
2025-07-01,MariaDB/server,59.312232971191406
2025-08-01,MariaDB/server,61.15165328979492
2024-09-01,MaterializeInc/materialize,92.04280090332031
2024-10-01,MaterializeInc/materialize,92.56974029541016
2024-11-01,MaterializeInc/materialize,78.44969177246094
2024-12-01,MaterializeInc/materialize,65.74500274658203
2025-01-01,MaterializeInc/materialize,66.5807113647461
2025-02-01,MaterializeInc/materialize,58.5150032043457
2025-03-01,MaterializeInc/materialize,56.553184509277344
2025-04-01,MaterializeInc/materialize,60.370086669921875
2025-05-01,MaterializeInc/materialize,57.1490592956543
2025-06-01,MaterializeInc/materialize,58.952701568603516
2025-07-01,MaterializeInc/materialize,58.71228790283203
2025-08-01,MaterializeInc/materialize,57.11624526977539
2024-09-01,PrefectHQ/prefect,106.0345687866211
2024-10-01,PrefectHQ/prefect,98.64427185058594
2024-11-01,PrefectHQ/prefect,96.86666870117188
2024-12-01,PrefectHQ/prefect,104.44478607177734
2025-01-01,PrefectHQ/prefect,101.23988342285156
2025-02-01,PrefectHQ/prefect,97.7343521118164
2025-03-01,PrefectHQ/prefect,92.29483032226562
2025-04-01,PrefectHQ/prefect,76.1825942993164
2025-05-01,PrefectHQ/prefect,64.88550567626953
2025-06-01,PrefectHQ/prefect,45.331703186035156
2025-07-01,PrefectHQ/prefect,43.515689849853516
2025-08-01,PrefectHQ/prefect,41.58818435668945
2024-09-01,StarRocks/StarRocks,229.4247283935547
2024-10-01,StarRocks/StarRocks,227.8804931640625
2024-11-01,StarRocks/StarRocks,210.93637084960938
2024-12-01,StarRocks/StarRocks,216.12986755371094
2025-01-01,StarRocks/StarRocks,207.57008361816406
2025-02-01,StarRocks/StarRocks,203.28488159179688
2025-03-01,StarRocks/StarRocks,216.81219482421875
2025-04-01,StarRocks/StarRocks,213.22122192382812
2025-05-01,StarRocks/StarRocks,210.68289184570312
2025-06-01,StarRocks/StarRocks,191.16026306152344
2025-07-01,StarRocks/StarRocks,197.28305053710938
2025-08-01,StarRocks/StarRocks,191.03921508789062
2024-09-01,TobikoData/sqlmesh,43.94999313354492
2024-10-01,TobikoData/sqlmesh,45.32939147949219
2024-11-01,TobikoData/sqlmesh,50.451873779296875
2024-12-01,TobikoData/sqlmesh,52.33480453491211
2025-01-01,TobikoData/sqlmesh,57.12748718261719
2025-02-01,TobikoData/sqlmesh,61.322120666503906
2025-03-01,TobikoData/sqlmesh,57.78028869628906
2025-04-01,TobikoData/sqlmesh,62.660858154296875
2025-05-01,TobikoData/sqlmesh,67.55509185791016
2025-06-01,TobikoData/sqlmesh,59.398746490478516
2025-07-01,TobikoData/sqlmesh,56.130733489990234
2025-08-01,TobikoData/sqlmesh,51.456302642822266
2024-09-01,airbytehq/airbyte,275.1833801269531
2024-10-01,airbytehq/airbyte,280.1405029296875
2024-11-01,airbytehq/airbyte,246.58438110351562
2024-12-01,airbytehq/airbyte,214.7348175048828
2025-01-01,airbytehq/airbyte,215.15577697753906
2025-02-01,airbytehq/airbyte,208.3052215576172
2025-03-01,airbytehq/airbyte,200.86672973632812
2025-04-01,airbytehq/airbyte,189.02679443359375
2025-05-01,airbytehq/airbyte,193.64547729492188
2025-06-01,airbytehq/airbyte,176.13565063476562
2025-07-01,airbytehq/airbyte,166.40939331054688
2025-08-01,airbytehq/airbyte,150.80018615722656
2024-09-01,apache/airflow,240.87176513671875
2024-10-01,apache/airflow,260.69952392578125
2024-11-01,apache/airflow,261.26422119140625
2024-12-01,apache/airflow,252.36764526367188
2025-01-01,apache/airflow,252.61692810058594
2025-02-01,apache/airflow,260.79931640625
2025-03-01,apache/airflow,282.56170654296875
2025-04-01,apache/airflow,307.1929016113281
2025-05-01,apache/airflow,298.4803161621094
2025-06-01,apache/airflow,313.6199645996094
2025-07-01,apache/airflow,323.150390625
2025-08-01,apache/airflow,308.65667724609375
2024-09-01,apache/arrow,125.05851745605469
2024-10-01,apache/arrow,110.85984802246094
2024-11-01,apache/arrow,96.61161041259766
2024-12-01,apache/arrow,93.60882568359375
2025-01-01,apache/arrow,80.1035385131836
2025-02-01,apache/arrow,85.60848236083984
2025-03-01,apache/arrow,94.15592956542969
2025-04-01,apache/arrow,96.35108184814453
2025-05-01,apache/arrow,97.39138793945312
2025-06-01,apache/arrow,88.0738296508789
2025-07-01,apache/arrow,86.7005386352539
2025-08-01,apache/arrow,74.14972686767578
2024-09-01,apache/beam,103.90787506103516
2024-10-01,apache/beam,117.09139251708984
2024-11-01,apache/beam,112.49304962158203
2024-12-01,apache/beam,103.06786346435547
2025-01-01,apache/beam,100.95315551757812
2025-02-01,apache/beam,95.989013671875
2025-03-01,apache/beam,101.95993041992188
2025-04-01,apache/beam,101.95116424560547
2025-05-01,apache/beam,104.60600280761719
2025-06-01,apache/beam,111.94271087646484
2025-07-01,apache/beam,106.93973541259766
2025-08-01,apache/beam,98.00474548339844
2024-09-01,apache/camel,46.330997467041016
2024-10-01,apache/camel,44.76044845581055
2024-11-01,apache/camel,40.826141357421875
2024-12-01,apache/camel,38.88711929321289
2025-01-01,apache/camel,44.67512130737305
2025-02-01,apache/camel,45.79650115966797
2025-03-01,apache/camel,44.071495056152344
2025-04-01,apache/camel,42.048606872558594
2025-05-01,apache/camel,44.44462966918945
2025-06-01,apache/camel,36.1458625793457
2025-07-01,apache/camel,32.99085998535156
2025-08-01,apache/camel,31.018251419067383
2024-09-01,apache/cassandra,42.54653549194336
2024-10-01,apache/cassandra,45.454856872558594
2024-11-01,apache/cassandra,45.885169982910156
2024-12-01,apache/cassandra,40.60020065307617
2025-01-01,apache/cassandra,46.20135498046875
2025-02-01,apache/cassandra,41.26237869262695
2025-03-01,apache/cassandra,44.305137634277344
2025-04-01,apache/cassandra,54.394187927246094
2025-05-01,apache/cassandra,46.74881362915039
2025-06-01,apache/cassandra,33.77362823486328
2025-07-01,apache/cassandra,32.955928802490234
2025-08-01,apache/cassandra,42.806365966796875
2024-09-01,apache/datafusion,137.13925170898438
2024-10-01,apache/datafusion,143.17935180664062
2024-11-01,apache/datafusion,136.71205139160156
2024-12-01,apache/datafusion,131.9996337890625
2025-01-01,apache/datafusion,140.58753967285156
2025-02-01,apache/datafusion,152.94100952148438
2025-03-01,apache/datafusion,138.80706787109375
2025-04-01,apache/datafusion,132.39927673339844
2025-05-01,apache/datafusion,129.00892639160156
2025-06-01,apache/datafusion,108.0682144165039
2025-07-01,apache/datafusion,102.3763656616211
2025-08-01,apache/datafusion,107.08275604248047
2024-09-01,apache/doris,318.8742370605469
2024-10-01,apache/doris,305.42633056640625
2024-11-01,apache/doris,305.74932861328125
2024-12-01,apache/doris,300.11553955078125
2025-01-01,apache/doris,292.58294677734375
2025-02-01,apache/doris,286.92755126953125
2025-03-01,apache/doris,285.3594665527344
2025-04-01,apache/doris,284.3272399902344
2025-05-01,apache/doris,283.0904846191406
2025-06-01,apache/doris,281.1908874511719
2025-07-01,apache/doris,279.6606140136719
2025-08-01,apache/doris,269.1495361328125
2024-09-01,apache/druid,96.62244415283203
2024-10-01,apache/druid,95.60450744628906
2024-11-01,apache/druid,84.10227966308594
2024-12-01,apache/druid,65.03897857666016
2025-01-01,apache/druid,54.80874252319336
2025-02-01,apache/druid,54.53457260131836
2025-03-01,apache/druid,51.7884407043457
2025-04-01,apache/druid,50.49333190917969
2025-05-01,apache/druid,52.58512496948242
2025-06-01,apache/druid,54.217529296875
2025-07-01,apache/druid,51.63981628417969
2025-08-01,apache/druid,53.560977935791016
2024-09-01,apache/flink,104.01817321777344
2024-10-01,apache/flink,102.31673431396484
2024-11-01,apache/flink,94.86864471435547
2024-12-01,apache/flink,94.38475799560547
2025-01-01,apache/flink,112.39026641845703
2025-02-01,apache/flink,108.89878845214844
2025-03-01,apache/flink,98.74507141113281
2025-04-01,apache/flink,101.63249206542969
2025-05-01,apache/flink,82.76715850830078
2025-06-01,apache/flink,82.51332092285156
2025-07-01,apache/flink,79.45555114746094
2025-08-01,apache/flink,67.0993423461914
2024-09-01,apache/gravitino,70.28129577636719
2024-10-01,apache/gravitino,70.52704620361328
2024-11-01,apache/gravitino,77.067626953125
2024-12-01,apache/gravitino,92.76832580566406
2025-01-01,apache/gravitino,91.7713851928711
2025-02-01,apache/gravitino,83.57758331298828
2025-03-01,apache/gravitino,77.932373046875
2025-04-01,apache/gravitino,78.97322845458984
2025-05-01,apache/gravitino,71.05166625976562
2025-06-01,apache/gravitino,71.0103988647461
2025-07-01,apache/gravitino,77.52081298828125
2025-08-01,apache/gravitino,85.48253631591797
2024-09-01,apache/hadoop,64.7528076171875
2024-10-01,apache/hadoop,65.60096740722656
2024-11-01,apache/hadoop,60.83760452270508
2024-12-01,apache/hadoop,57.824832916259766
2025-01-01,apache/hadoop,65.63125610351562
2025-02-01,apache/hadoop,65.09573364257812
2025-03-01,apache/hadoop,64.03654479980469
2025-04-01,apache/hadoop,67.44715881347656
2025-05-01,apache/hadoop,54.704952239990234
2025-06-01,apache/hadoop,51.162906646728516
2025-07-01,apache/hadoop,50.277732849121094
2025-08-01,apache/hadoop,52.96764373779297
2024-09-01,apache/hbase,57.81455612182617
2024-10-01,apache/hbase,58.63887023925781
2024-11-01,apache/hbase,59.808692932128906
2024-12-01,apache/hbase,60.87234115600586
2025-01-01,apache/hbase,61.06839370727539
2025-02-01,apache/hbase,56.78638458251953
2025-03-01,apache/hbase,59.1331672668457
2025-04-01,apache/hbase,61.43351364135742
2025-05-01,apache/hbase,66.89292907714844
2025-06-01,apache/hbase,65.41212463378906
2025-07-01,apache/hbase,53.8509635925293
2025-08-01,apache/hbase,58.0562629699707
2024-09-01,apache/hive,60.05665969848633
2024-10-01,apache/hive,58.26952362060547
2024-11-01,apache/hive,52.0969123840332
2024-12-01,apache/hive,47.292659759521484
2025-01-01,apache/hive,52.51921844482422
2025-02-01,apache/hive,53.39881896972656
2025-03-01,apache/hive,49.987083435058594
2025-04-01,apache/hive,58.06101989746094
2025-05-01,apache/hive,56.73788070678711
2025-06-01,apache/hive,61.470943450927734
2025-07-01,apache/hive,62.64988327026367
2025-08-01,apache/hive,55.16452407836914
2024-09-01,apache/hudi,94.33448791503906
2024-10-01,apache/hudi,88.32349395751953
2024-11-01,apache/hudi,85.22846221923828
2024-12-01,apache/hudi,85.3721923828125
2025-01-01,apache/hudi,85.49256134033203
2025-02-01,apache/hudi,83.78608703613281
2025-03-01,apache/hudi,91.11552429199219
2025-04-01,apache/hudi,90.20612335205078
2025-05-01,apache/hudi,84.44944763183594
2025-06-01,apache/hudi,74.4293212890625
2025-07-01,apache/hudi,65.45819091796875
2025-08-01,apache/hudi,69.12442016601562
2024-09-01,apache/iceberg,113.51692199707031
2024-10-01,apache/iceberg,128.302978515625
2024-11-01,apache/iceberg,114.63345336914062
2024-12-01,apache/iceberg,120.14684295654297
2025-01-01,apache/iceberg,123.84464263916016
2025-02-01,apache/iceberg,129.57388305664062
2025-03-01,apache/iceberg,122.12033081054688
2025-04-01,apache/iceberg,131.81163024902344
2025-05-01,apache/iceberg,138.6255645751953
2025-06-01,apache/iceberg,132.86669921875
2025-07-01,apache/iceberg,132.171630859375
2025-08-01,apache/iceberg,119.92462921142578
2024-09-01,apache/incubator-gluten,101.62728881835938
2024-10-01,apache/incubator-gluten,106.2329330444336
2024-11-01,apache/incubator-gluten,102.59825134277344
2024-12-01,apache/incubator-gluten,96.50231170654297
2025-01-01,apache/incubator-gluten,104.96488189697266
2025-02-01,apache/incubator-gluten,90.87769317626953
2025-03-01,apache/incubator-gluten,96.17598724365234
2025-04-01,apache/incubator-gluten,94.61015319824219
2025-05-01,apache/incubator-gluten,98.75508117675781
2025-06-01,apache/incubator-gluten,91.38536834716797
2025-07-01,apache/incubator-gluten,79.01789855957031
2025-08-01,apache/incubator-gluten,68.1568603515625
2024-09-01,apache/iotdb,71.89014434814453
2024-10-01,apache/iotdb,76.42536926269531
2024-11-01,apache/iotdb,76.5328369140625
2024-12-01,apache/iotdb,79.4422378540039
2025-01-01,apache/iotdb,79.92050170898438
2025-02-01,apache/iotdb,84.04027557373047
2025-03-01,apache/iotdb,84.72938537597656
2025-04-01,apache/iotdb,88.7496109008789
2025-05-01,apache/iotdb,80.3280258178711
2025-06-01,apache/iotdb,74.2315673828125
2025-07-01,apache/iotdb,66.11406707763672
2025-08-01,apache/iotdb,64.74156188964844
2024-09-01,apache/kafka,173.01243591308594
2024-10-01,apache/kafka,175.47848510742188
2024-11-01,apache/kafka,177.72808837890625
2024-12-01,apache/kafka,181.70236206054688
2025-01-01,apache/kafka,184.44276428222656
2025-02-01,apache/kafka,184.3116455078125
2025-03-01,apache/kafka,173.57261657714844
2025-04-01,apache/kafka,183.90321350097656
2025-05-01,apache/kafka,174.75146484375
2025-06-01,apache/kafka,169.51986694335938
2025-07-01,apache/kafka,156.4535369873047
2025-08-01,apache/kafka,141.0923614501953
2024-09-01,apache/nifi,70.30184936523438
2024-10-01,apache/nifi,72.74652099609375
2024-11-01,apache/nifi,64.90638732910156
2024-12-01,apache/nifi,59.04042053222656
2025-01-01,apache/nifi,62.46548080444336
