month,full_name_lc,full_name,dbms_name,openrank,popularity
2025-02-01,ydb-platform/ydb,ydb-platform/ydb,YDB,242.4770050048828,0.367
2025-03-01,ydb-platform/ydb,ydb-platform/ydb,YDB,239.96424865722656,0.488
2025-04-01,ydb-platform/ydb,ydb-platform/ydb,YDB,258.6754150390625,0.571
2025-05-01,ydb-platform/ydb,ydb-platform/ydb,YDB,259.2495422363281,0.63
2025-06-01,ydb-platform/ydb,ydb-platform/ydb,YDB,268.1167297363281,0.577
2025-07-01,ydb-platform/ydb,ydb-platform/ydb,YDB,274.2600402832031,0.514
2025-08-01,ydb-platform/ydb,ydb-platform/ydb,YDB,274.2535095214844,0.419
2025-09-01,ydb-platform/ydb,ydb-platform/ydb,YDB,274.7593078613281,0.431
2024-10-01,ytsaurus/ytsaurus,ytsaurus/ytsaurus,YTsaurus,35.01166534423828,0.157
2024-11-01,ytsaurus/ytsaurus,ytsaurus/ytsaurus,YTsaurus,30.614431381225582,0.16
2024-12-01,ytsaurus/ytsaurus,ytsaurus/ytsaurus,YTsaurus,29.53776741027832,0.163
2025-01-01,ytsaurus/ytsaurus,ytsaurus/ytsaurus,YTsaurus,25.12716293334961,0.174
2025-02-01,ytsaurus/ytsaurus,ytsaurus/ytsaurus,YTsaurus,27.73907852172852,0.185
2025-03-01,ytsaurus/ytsaurus,ytsaurus/ytsaurus,YTsaurus,35.4682502746582,0.227
2025-04-01,ytsaurus/ytsaurus,ytsaurus/ytsaurus,YTsaurus,34.8686408996582,0.207
2025-05-01,ytsaurus/ytsaurus,ytsaurus/ytsaurus,YTsaurus,33.149620056152344,0.218
2025-06-01,ytsaurus/ytsaurus,ytsaurus/ytsaurus,YTsaurus,26.96932029724121,0.22
2025-07-01,ytsaurus/ytsaurus,ytsaurus/ytsaurus,YTsaurus,22.84922218322754,0.281
2025-08-01,ytsaurus/ytsaurus,ytsaurus/ytsaurus,YTsaurus,19.523283004760746,0.23
2025-09-01,ytsaurus/ytsaurus,ytsaurus/ytsaurus,YTsaurus,22.76730155944824,0.228
2024-10-01,yugabyte/yugabyte-db,yugabyte/yugabyte-db,YugabyteDB,161.68284606933594,2.458
2024-11-01,yugabyte/yugabyte-db,yugabyte/yugabyte-db,YugabyteDB,168.6757049560547,2.364
2024-12-01,yugabyte/yugabyte-db,yugabyte/yugabyte-db,YugabyteDB,160.576171875,2.45
2025-01-01,yugabyte/yugabyte-db,yugabyte/yugabyte-db,YugabyteDB,155.5228271484375,2.346
2025-02-01,yugabyte/yugabyte-db,yugabyte/yugabyte-db,YugabyteDB,155.3059844970703,2.249
2025-03-01,yugabyte/yugabyte-db,yugabyte/yugabyte-db,YugabyteDB,160.9401397705078,2.215
2025-04-01,yugabyte/yugabyte-db,yugabyte/yugabyte-db,YugabyteDB,156.81549072265625,2.227
2025-05-01,yugabyte/yugabyte-db,yugabyte/yugabyte-db,YugabyteDB,162.74282836914062,2.197
2025-06-01,yugabyte/yugabyte-db,yugabyte/yugabyte-db,YugabyteDB,157.6293182373047,2.092
2025-07-01,yugabyte/yugabyte-db,yugabyte/yugabyte-db,YugabyteDB,139.9287872314453,2.029
2025-08-01,yugabyte/yugabyte-db,yugabyte/yugabyte-db,YugabyteDB,131.57521057128906,2.001
2025-09-01,yugabyte/yugabyte-db,yugabyte/yugabyte-db,YugabyteDB,122.8870620727539,2.126
