created_at,full_name,openrank_monthly
2025-08-01,apache/flink,67.0993423461914
2025-09-01,apache/flink,57.307586669921875
2024-10-01,apache/hbase,58.63887023925781
2024-11-01,apache/hbase,59.808692932128906
2024-12-01,apache/hbase,60.87234115600586
2025-01-01,apache/hbase,61.06839370727539
2025-02-01,apache/hbase,56.78638458251953
2025-03-01,apache/hbase,59.1331672668457
2025-04-01,apache/hbase,61.43351364135742
2025-05-01,apache/hbase,66.89292907714844
2025-06-01,apache/hbase,65.41212463378906
2025-07-01,apache/hbase,53.8509635925293
2025-08-01,apache/hbase,58.0562629699707
2025-09-01,apache/hbase,63.93349075317383
2024-10-01,apache/hive,58.26952362060547
2024-11-01,apache/hive,52.0969123840332
2024-12-01,apache/hive,47.292659759521484
2025-01-01,apache/hive,52.51921844482422
2025-02-01,apache/hive,53.39881896972656
2025-03-01,apache/hive,49.987083435058594
2025-04-01,apache/hive,58.06101989746094
2025-05-01,apache/hive,56.73788070678711
2025-06-01,apache/hive,61.470943450927734
2025-07-01,apache/hive,62.64988327026367
2025-08-01,apache/hive,55.16452407836914
2025-09-01,apache/hive,48.59136962890625
2024-10-01,apache/ignite,32.47809982299805
2024-11-01,apache/ignite,35.25327682495117
2024-12-01,apache/ignite,34.516883850097656
2025-01-01,apache/ignite,37.37843704223633
2025-02-01,apache/ignite,28.293895721435547
2025-03-01,apache/ignite,33.45537185668945
2025-04-01,apache/ignite,30.486265182495117
2025-05-01,apache/ignite,35.59652328491211
2025-06-01,apache/ignite,33.22915267944336
2025-07-01,apache/ignite,27.312891006469727
2025-08-01,apache/ignite,28.620038986206055
2025-09-01,apache/ignite,33.89297866821289
2024-10-01,apache/incubator-hugegraph,13.026546478271484
2024-11-01,apache/incubator-hugegraph,6.651495933532715
2024-12-01,apache/incubator-hugegraph,5.767064094543457
2025-01-01,apache/incubator-hugegraph,4.646064758300781
2025-02-01,apache/incubator-hugegraph,3.6523447036743164
2025-03-01,apache/incubator-hugegraph,3.913364887237549
2025-04-01,apache/incubator-hugegraph,4.096567153930664
2025-05-01,apache/incubator-hugegraph,4.034698009490967
2025-06-01,apache/incubator-hugegraph,6.512360572814941
2025-07-01,apache/incubator-hugegraph,6.06613302230835
2025-08-01,apache/incubator-hugegraph,5.721897125244141
2025-09-01,apache/incubator-hugegraph,6.242297172546387
2024-10-01,apache/iotdb,76.42536926269531
2024-11-01,apache/iotdb,76.5328369140625
2024-12-01,apache/iotdb,79.4422378540039
2025-01-01,apache/iotdb,79.92050170898438
2025-02-01,apache/iotdb,84.04027557373047
2025-03-01,apache/iotdb,84.72938537597656
2025-04-01,apache/iotdb,88.7496109008789
2025-05-01,apache/iotdb,80.3280258178711
2025-06-01,apache/iotdb,74.2315673828125
2025-07-01,apache/iotdb,66.11406707763672
2025-08-01,apache/iotdb,64.74156188964844
2025-09-01,apache/iotdb,64.25800323486328
2024-10-01,apache/jena,9.91456413269043
2024-11-01,apache/jena,8.810093879699707
2024-12-01,apache/jena,7.219629287719727
2025-01-01,apache/jena,7.769053936004639
2025-02-01,apache/jena,10.271061897277832
2025-03-01,apache/jena,10.331089973449707
2025-04-01,apache/jena,9.513833045959473
2025-05-01,apache/jena,11.780006408691406
2025-06-01,apache/jena,11.306992530822754
2025-07-01,apache/jena,13.572501182556152
2025-08-01,apache/jena,7.610642910003662
2025-09-01,apache/jena,9.44747257232666
2024-10-01,apache/phoenix,17.180997848510742
2024-11-01,apache/phoenix,14.659401893615723
2024-12-01,apache/phoenix,16.225723266601562
2025-01-01,apache/phoenix,17.04885482788086
2025-02-01,apache/phoenix,17.461830139160156
2025-03-01,apache/phoenix,14.95490837097168
2025-04-01,apache/phoenix,17.98867416381836
2025-05-01,apache/phoenix,19.720394134521484
2025-06-01,apache/phoenix,24.03806495666504
2025-07-01,apache/phoenix,28.098203659057617
2025-08-01,apache/phoenix,22.03061866760254
2025-09-01,apache/phoenix,11.836644172668457
2024-10-01,apache/pinot,97.93326568603516
2024-11-01,apache/pinot,102.32247161865234
2024-12-01,apache/pinot,98.85437774658203
2025-01-01,apache/pinot,101.51042175292969
2025-02-01,apache/pinot,103.34771728515625
2025-03-01,apache/pinot,100.94183349609375
2025-04-01,apache/pinot,103.13217163085938
2025-05-01,apache/pinot,107.16436004638672
2025-06-01,apache/pinot,95.8674087524414
2025-07-01,apache/pinot,93.82686614990234
2025-08-01,apache/pinot,96.0692367553711
2025-09-01,apache/pinot,82.36997985839844
2024-10-01,apache/sedona,12.109853744506836
2024-11-01,apache/sedona,13.49374771118164
2024-12-01,apache/sedona,11.318074226379395
2025-01-01,apache/sedona,15.343256950378418
2025-02-01,apache/sedona,16.169343948364258
2025-03-01,apache/sedona,15.807516098022461
2025-04-01,apache/sedona,14.22063159942627
2025-05-01,apache/sedona,10.780830383300781
2025-06-01,apache/sedona,16.59088134765625
2025-07-01,apache/sedona,21.292015075683594
2025-08-01,apache/sedona,18.54730224609375
2025-09-01,apache/sedona,9.250247955322266
2024-10-01,apache/spark,213.06275939941406
2024-11-01,apache/spark,203.81240844726562
2024-12-01,apache/spark,211.77833557128906
2025-01-01,apache/spark,221.01409912109375
2025-02-01,apache/spark,209.57505798339844
2025-03-01,apache/spark,192.11175537109375
2025-04-01,apache/spark,174.21307373046875
2025-05-01,apache/spark,165.34457397460938
2025-06-01,apache/spark,162.14639282226562
2025-07-01,apache/spark,165.058349609375
2025-08-01,apache/spark,177.04147338867188
2025-09-01,apache/spark,163.2351531982422
2024-10-01,apache/tinkerpop,16.357309341430664
2024-11-01,apache/tinkerpop,16.09819221496582
2024-12-01,apache/tinkerpop,13.93036937713623
2025-01-01,apache/tinkerpop,14.709203720092773
2025-02-01,apache/tinkerpop,12.408349990844727
2025-03-01,apache/tinkerpop,10.802274703979492
2025-04-01,apache/tinkerpop,14.753521919250488
2025-05-01,apache/tinkerpop,11.89710807800293
2025-06-01,apache/tinkerpop,8.702881813049316
2025-07-01,apache/tinkerpop,10.797685623168945
2025-08-01,apache/tinkerpop,10.307032585144043
2025-09-01,apache/tinkerpop,13.845952033996582
2024-10-01,apple/foundationdb,49.83972930908203
2024-11-01,apple/foundationdb,47.94648742675781
2024-12-01,apple/foundationdb,47.88003921508789
2025-01-01,apple/foundationdb,46.323463439941406
2025-02-01,apple/foundationdb,44.998374938964844
2025-03-01,apple/foundationdb,42.65475082397461
2025-04-01,apple/foundationdb,45.37215805053711
2025-05-01,apple/foundationdb,42.25764083862305
2025-06-01,apple/foundationdb,38.5460319519043
2025-07-01,apple/foundationdb,40.34238052368164
2025-08-01,apple/foundationdb,40.37459945678711
2025-09-01,apple/foundationdb,40.289432525634766
2024-10-01,arangodb/arangodb,31.496158599853516
2024-11-01,arangodb/arangodb,32.0839729309082
2024-12-01,arangodb/arangodb,31.716270446777344
2025-01-01,arangodb/arangodb,30.973529815673828
2025-02-01,arangodb/arangodb,32.609195709228516
2025-03-01,arangodb/arangodb,31.772218704223633
2025-04-01,arangodb/arangodb,29.18572998046875
2025-05-01,arangodb/arangodb,32.5902099609375
2025-06-01,arangodb/arangodb,28.975116729736328
2025-07-01,arangodb/arangodb,29.407142639160156
2025-08-01,arangodb/arangodb,27.64598274230957
2025-09-01,arangodb/arangodb,30.992557525634766
2024-10-01,arcadedata/arcadedb,10.950081825256348
2024-11-01,arcadedata/arcadedb,9.63554573059082
2024-12-01,arcadedata/arcadedb,10.89145278930664
2025-01-01,arcadedata/arcadedb,11.0833740234375
2025-02-01,arcadedata/arcadedb,12.78096866607666
2025-03-01,arcadedata/arcadedb,12.089653968811035
2025-04-01,arcadedata/arcadedb,10.721750259399414
2025-05-01,arcadedata/arcadedb,11.40634536743164
2025-06-01,arcadedata/arcadedb,11.422883033752441
2025-07-01,arcadedata/arcadedb,10.990558624267578
2025-08-01,arcadedata/arcadedb,10.618659019470215
2025-09-01,arcadedata/arcadedb,10.880768775939941
2024-10-01,bloomberg/comdb2,28.734947204589844
2024-11-01,bloomberg/comdb2,28.592451095581055
2024-12-01,bloomberg/comdb2,28.72675895690918
2025-01-01,bloomberg/comdb2,29.1784610748291
2025-02-01,bloomberg/comdb2,28.27166748046875
2025-03-01,bloomberg/comdb2,26.856454849243164
2025-04-01,bloomberg/comdb2,27.482248306274414
2025-05-01,bloomberg/comdb2,27.09093475341797
2025-06-01,bloomberg/comdb2,26.957157135009766
2025-07-01,bloomberg/comdb2,24.440027236938477
2025-08-01,bloomberg/comdb2,24.648954391479492
2025-09-01,bloomberg/comdb2,26.41046142578125
2024-10-01,chroma-core/chroma,57.681610107421875
2024-11-01,chroma-core/chroma,60.97046661376953
2024-12-01,chroma-core/chroma,63.18720245361328
2025-01-01,chroma-core/chroma,64.63961029052734
2025-02-01,chroma-core/chroma,66.2392349243164
2025-03-01,chroma-core/chroma,67.16112518310547
2025-04-01,chroma-core/chroma,76.28707885742188
2025-05-01,chroma-core/chroma,74.08245849609375
2025-06-01,chroma-core/chroma,73.86102294921875
2025-07-01,chroma-core/chroma,72.38939666748047
2025-08-01,chroma-core/chroma,62.97569274902344
2025-09-01,chroma-core/chroma,51.900856018066406
2024-10-01,citusdata/citus,15.961395263671875
2024-11-01,citusdata/citus,18.664791107177734
2024-12-01,citusdata/citus,20.101001739501953
2025-01-01,citusdata/citus,19.367481231689453
2025-02-01,citusdata/citus,21.71776580810547
2025-03-01,citusdata/citus,24.661540985107422
2025-04-01,citusdata/citus,26.84351921081543
2025-05-01,citusdata/citus,22.951515197753906
2025-06-01,citusdata/citus,24.260297775268555
2025-07-01,citusdata/citus,23.295494079589844
2025-08-01,citusdata/citus,22.763395309448242
2025-09-01,citusdata/citus,20.551708221435547
2024-10-01,clickhouse/clickhouse,387.8421936035156
2024-11-01,clickhouse/clickhouse,385.29522705078125
2024-12-01,clickhouse/clickhouse,378.157470703125
2025-01-01,clickhouse/clickhouse,389.9096984863281
2025-02-01,clickhouse/clickhouse,394.3828125
2025-03-01,clickhouse/clickhouse,391.7667541503906
2025-04-01,clickhouse/clickhouse,386.0302429199219
2025-05-01,clickhouse/clickhouse,383.96807861328125
2025-06-01,clickhouse/clickhouse,371.5789794921875
2025-07-01,clickhouse/clickhouse,358.09674072265625
2025-08-01,clickhouse/clickhouse,359.1044616699219
2025-09-01,clickhouse/clickhouse,350.0162048339844
2024-10-01,cnosdb/cnosdb,19.899742126464844
2024-11-01,cnosdb/cnosdb,19.403289794921875
2024-12-01,cnosdb/cnosdb,18.445484161376953
2025-01-01,cnosdb/cnosdb,8.50918960571289
2025-02-01,cnosdb/cnosdb,6.861161708831787
2025-03-01,cnosdb/cnosdb,6.27914571762085
2025-04-01,cnosdb/cnosdb,6.526017189025879
2025-05-01,cnosdb/cnosdb,5.547114372253418
2025-06-01,cnosdb/cnosdb,4.715047359466553
2025-07-01,cnosdb/cnosdb,1.5860280990600586
2025-08-01,cnosdb/cnosdb,1.3481239080429077
2025-09-01,cnosdb/cnosdb,2.7769622802734375
2024-10-01,cockroachdb/cockroach,219.87008666992188
2024-11-01,cockroachdb/cockroach,216.84996032714844
2024-12-01,cockroachdb/cockroach,216.26364135742188
2025-01-01,cockroachdb/cockroach,221.1886749267578
2025-02-01,cockroachdb/cockroach,211.27296447753906
2025-03-01,cockroachdb/cockroach,209.18772888183594
2025-04-01,cockroachdb/cockroach,210.13572692871094
2025-05-01,cockroachdb/cockroach,205.95570373535156
2025-06-01,cockroachdb/cockroach,197.97735595703125
2025-07-01,cockroachdb/cockroach,206.97030639648438
2025-08-01,cockroachdb/cockroach,200.0230712890625
2025-09-01,cockroachdb/cockroach,197.53443908691406
2024-10-01,couchbase/couchbase-lite-core,11.42927074432373
2024-11-01,couchbase/couchbase-lite-core,10.830787658691406
2024-12-01,couchbase/couchbase-lite-core,11.710577964782715
2025-01-01,couchbase/couchbase-lite-core,10.423579216003418
2025-02-01,couchbase/couchbase-lite-core,8.914600372314453
2025-03-01,couchbase/couchbase-lite-core,6.832382678985596
2025-04-01,couchbase/couchbase-lite-core,7.173479080200195
2025-05-01,couchbase/couchbase-lite-core,9.417155265808105
2025-06-01,couchbase/couchbase-lite-core,9.827657699584961
2025-07-01,couchbase/couchbase-lite-core,11.05958080291748
2025-08-01,couchbase/couchbase-lite-core,10.158090591430664
2025-09-01,couchbase/couchbase-lite-core,9.239338874816895
2024-10-01,crate/crate,48.49090576171875
2024-11-01,crate/crate,47.696372985839844
2024-12-01,crate/crate,36.12879180908203
2025-01-01,crate/crate,41.85570526123047
2025-02-01,crate/crate,45.80891799926758
2025-03-01,crate/crate,43.184471130371094
2025-04-01,crate/crate,42.29520797729492
2025-05-01,crate/crate,41.55744171142578
2025-06-01,crate/crate,37.896583557128906
2025-07-01,crate/crate,35.11488342285156
2025-08-01,crate/crate,26.083372116088867
2025-09-01,crate/crate,26.188291549682617
2024-10-01,cubrid/cubrid,43.04837417602539
2024-11-01,cubrid/cubrid,39.60982131958008
2024-12-01,cubrid/cubrid,42.59395217895508
2025-01-01,cubrid/cubrid,33.2891731262207
2025-02-01,cubrid/cubrid,47.513126373291016
2025-03-01,cubrid/cubrid,44.382022857666016
2025-04-01,cubrid/cubrid,45.99907302856445
2025-05-01,cubrid/cubrid,51.88252258300781
2025-06-01,cubrid/cubrid,54.98728942871094
2025-07-01,cubrid/cubrid,51.271759033203125
2025-08-01,cubrid/cubrid,53.65519714355469
2025-09-01,cubrid/cubrid,55.158775329589844
2024-10-01,dgraph-io/dgraph,11.43497085571289
2024-11-01,dgraph-io/dgraph,10.306777000427246
2024-12-01,dgraph-io/dgraph,10.291609764099121
2024-10-01,dolthub/dolt,22.376665115356445
2024-11-01,dolthub/dolt,21.32495880126953
2024-12-01,dolthub/dolt,21.81644630432129
2025-01-01,dolthub/dolt,24.532732009887695
2025-02-01,dolthub/dolt,23.20892333984375
2025-03-01,dolthub/dolt,24.247203826904297
2025-04-01,dolthub/dolt,22.531570434570312
2025-05-01,dolthub/dolt,24.510221481323242
2025-06-01,dolthub/dolt,27.30509376525879
2025-07-01,dolthub/dolt,28.244029998779297
2025-08-01,dolthub/dolt,28.54658317565918
2025-09-01,dolthub/dolt,26.110383987426758
2024-10-01,dragonflydb/dragonfly,45.80575180053711
2024-11-01,dragonflydb/dragonfly,47.66943359375
2024-12-01,dragonflydb/dragonfly,44.22310256958008
2025-01-01,dragonflydb/dragonfly,40.88438034057617
2025-02-01,dragonflydb/dragonfly,42.08665466308594
2025-03-01,dragonflydb/dragonfly,45.03793716430664
2025-04-01,dragonflydb/dragonfly,46.0025634765625
2025-05-01,dragonflydb/dragonfly,44.673255920410156
2025-06-01,dragonflydb/dragonfly,44.482078552246094
2025-07-01,dragonflydb/dragonfly,39.95749282836914
2025-08-01,dragonflydb/dragonfly,35.88527297973633
2025-09-01,dragonflydb/dragonfly,35.90847396850586
2024-10-01,duckdb/duckdb,112.71958923339844
2024-11-01,duckdb/duckdb,106.56231689453125
2024-12-01,duckdb/duckdb,103.72254180908203
2025-01-01,duckdb/duckdb,108.3678207397461
2025-02-01,duckdb/duckdb,105.86206817626953
2025-03-01,duckdb/duckdb,101.20166778564453
2025-04-01,duckdb/duckdb,92.12860870361328
2025-05-01,duckdb/duckdb,95.07369995117188
2025-06-01,duckdb/duckdb,83.69971466064453
2025-07-01,duckdb/duckdb,82.74395751953125
2025-08-01,duckdb/duckdb,82.10210418701172
2025-09-01,duckdb/duckdb,73.62518310546875
2024-10-01,elastic/elasticsearch,346.0210876464844
2024-11-01,elastic/elasticsearch,361.29937744140625
2024-12-01,elastic/elasticsearch,366.2110900878906
2025-01-01,elastic/elasticsearch,363.9760437011719
2025-02-01,elastic/elasticsearch,348.0582275390625
2025-03-01,elastic/elasticsearch,341.3695373535156
2025-04-01,elastic/elasticsearch,343.7467346191406
2025-05-01,elastic/elasticsearch,348.2755432128906
2025-06-01,elastic/elasticsearch,340.00213623046875
2025-07-01,elastic/elasticsearch,335.1673278808594
2025-08-01,elastic/elasticsearch,333.7643737792969
2025-09-01,elastic/elasticsearch,336.5661315917969
2024-10-01,etcd-io/etcd,36.98942565917969
2024-11-01,etcd-io/etcd,34.47004699707031
2024-12-01,etcd-io/etcd,36.099361419677734
2025-01-01,etcd-io/etcd,43.79414749145508
2025-02-01,etcd-io/etcd,43.386226654052734
2025-03-01,etcd-io/etcd,40.35073471069336
2025-04-01,etcd-io/etcd,51.76612091064453
2025-05-01,etcd-io/etcd,55.47756576538086
2025-06-01,etcd-io/etcd,50.644493103027344
2025-07-01,etcd-io/etcd,52.798770904541016
2025-08-01,etcd-io/etcd,49.12248229980469
2025-09-01,etcd-io/etcd,47.82255554199219
2024-10-01,eventstore/eventstore,24.68024444580078
2024-11-01,eventstore/eventstore,22.652555465698242
2024-12-01,eventstore/eventstore,20.850635528564453
2025-01-01,eventstore/eventstore,25.97716522216797
2025-02-01,eventstore/eventstore,21.933666229248047
2024-10-01,exist-db/exist,8.662447929382324
2024-11-01,exist-db/exist,10.843092918395996
2024-12-01,exist-db/exist,11.131468772888184
2025-01-01,exist-db/exist,7.893265724182129
2025-02-01,exist-db/exist,5.990169525146484
2025-03-01,exist-db/exist,8.314096450805664
2025-04-01,exist-db/exist,6.65192985534668
2025-05-01,exist-db/exist,5.690880298614502
2025-06-01,exist-db/exist,4.9414801597595215
2025-07-01,exist-db/exist,5.162357807159424
2025-08-01,exist-db/exist,5.389017105102539
2025-09-01,exist-db/exist,4.901040077209473
2024-10-01,facebook/rocksdb,35.89080810546875
2024-11-01,facebook/rocksdb,34.4633903503418
2024-12-01,facebook/rocksdb,37.3453254699707
2025-01-01,facebook/rocksdb,40.26769256591797
2025-02-01,facebook/rocksdb,38.80738067626953
2025-03-01,facebook/rocksdb,36.47379684448242
2025-04-01,facebook/rocksdb,34.13298034667969
2025-05-01,facebook/rocksdb,35.57047653198242
2025-06-01,facebook/rocksdb,34.811012268066406
2025-07-01,facebook/rocksdb,33.10976028442383
2025-08-01,facebook/rocksdb,31.95550537109375
2025-09-01,facebook/rocksdb,30.710664749145508
2024-10-01,firebirdsql/firebird,28.907291412353516
2024-11-01,firebirdsql/firebird,31.451566696166992
2024-12-01,firebirdsql/firebird,28.413511276245117
2025-01-01,firebirdsql/firebird,32.18882369995117
2025-02-01,firebirdsql/firebird,32.215885162353516
2025-03-01,firebirdsql/firebird,27.473915100097656
2025-04-01,firebirdsql/firebird,30.538541793823242
2025-05-01,firebirdsql/firebird,28.926958084106445
2025-06-01,firebirdsql/firebird,29.000450134277344
2025-07-01,firebirdsql/firebird,30.77227020263672
2025-08-01,firebirdsql/firebird,29.793554306030273
2025-09-01,firebirdsql/firebird,26.3667049407959
2024-10-01,fluree/db,13.148238182067871
2024-11-01,fluree/db,13.53098201751709
2024-12-01,fluree/db,12.51147747039795
2025-01-01,fluree/db,10.015714645385742
2025-02-01,fluree/db,9.647765159606934
2025-03-01,fluree/db,8.859598159790039
2025-04-01,fluree/db,7.694231986999512
2025-05-01,fluree/db,9.990180969238281
2025-06-01,fluree/db,7.809561252593994
2025-07-01,fluree/db,7.052323818206787
2025-08-01,fluree/db,8.842041969299316
2025-09-01,fluree/db,9.44916820526123
2024-10-01,greptimeteam/greptimedb,38.20546340942383
2024-11-01,greptimeteam/greptimedb,35.49949264526367
2024-12-01,greptimeteam/greptimedb,43.2736930847168
2025-01-01,greptimeteam/greptimedb,50.90605926513672
2025-02-01,greptimeteam/greptimedb,51.41712188720703
2025-03-01,greptimeteam/greptimedb,45.64080047607422
2025-04-01,greptimeteam/greptimedb,44.8325309753418
2025-05-01,greptimeteam/greptimedb,43.085418701171875
2025-06-01,greptimeteam/greptimedb,39.62076187133789
2025-07-01,greptimeteam/greptimedb,39.83594512939453
2025-08-01,greptimeteam/greptimedb,42.0536994934082
2025-09-01,greptimeteam/greptimedb,40.547752380371094
2024-10-01,gridgain/gridgain,16.751039505004883
2024-11-01,gridgain/gridgain,17.86686134338379
2024-12-01,gridgain/gridgain,14.690258979797363
2025-01-01,gridgain/gridgain,11.273993492126465
2025-02-01,gridgain/gridgain,10.079327583312988
2025-03-01,gridgain/gridgain,9.36215591430664
2025-04-01,gridgain/gridgain,9.732522010803223
2025-05-01,gridgain/gridgain,9.830782890319824
2025-06-01,gridgain/gridgain,12.124303817749023
2025-07-01,gridgain/gridgain,9.99575424194336
2025-08-01,gridgain/gridgain,8.693766593933105
2025-09-01,gridgain/gridgain,8.640901565551758
2024-10-01,h2database/h2database,9.054088592529297
2024-11-01,h2database/h2database,8.940502166748047
2024-12-01,h2database/h2database,8.328389167785645
2025-01-01,h2database/h2database,9.327461242675781
2025-02-01,h2database/h2database,7.332799434661865
2025-03-01,h2database/h2database,7.099301338195801
2025-04-01,h2database/h2database,5.005490303039551
2025-05-01,h2database/h2database,4.938065052032471
2025-06-01,h2database/h2database,3.3270747661590576
2025-07-01,h2database/h2database,3.38694429397583
2025-08-01,h2database/h2database,5.63352632522583
2025-09-01,h2database/h2database,7.369428634643555
2024-10-01,hazelcast/hazelcast,17.174335479736328
2024-11-01,hazelcast/hazelcast,14.472143173217773
2024-12-01,hazelcast/hazelcast,10.348305702209473
2025-01-01,hazelcast/hazelcast,10.789057731628418
2025-02-01,hazelcast/hazelcast,6.236995697021484
2025-03-01,hazelcast/hazelcast,6.831390857696533
2025-04-01,hazelcast/hazelcast,7.9854302406311035
2025-05-01,hazelcast/hazelcast,5.006893157958984
2025-06-01,hazelcast/hazelcast,7.557844638824463
2025-07-01,hazelcast/hazelcast,5.847249984741211
2025-08-01,hazelcast/hazelcast,4.4422173500061035
2025-09-01,hazelcast/hazelcast,4.168634414672852
2024-10-01,infinispan/infinispan,25.702241897583008
2024-11-01,infinispan/infinispan,26.853485107421875
2024-12-01,infinispan/infinispan,30.109121322631836
2025-01-01,infinispan/infinispan,28.50943374633789
2025-02-01,infinispan/infinispan,34.187767028808594
2025-03-01,infinispan/infinispan,32.217323303222656
2025-04-01,infinispan/infinispan,29.23198699951172
2025-05-01,infinispan/infinispan,29.69408416748047
2025-06-01,infinispan/infinispan,30.486026763916016
2025-07-01,infinispan/infinispan,27.424827575683594
2025-08-01,infinispan/infinispan,23.267227172851562
2025-09-01,infinispan/infinispan,20.00526237487793
2024-10-01,influxdata/influxdb,32.40165328979492
2024-11-01,influxdata/influxdb,30.12936782836914
2024-12-01,influxdata/influxdb,38.21213912963867
2025-01-01,influxdata/influxdb,41.01860809326172
2025-02-01,influxdata/influxdb,45.03697204589844
2025-03-01,influxdata/influxdb,43.154788970947266
2025-04-01,influxdata/influxdb,45.919105529785156
2025-05-01,influxdata/influxdb,40.25901794433594
2025-06-01,influxdata/influxdb,38.30722427368164
2025-07-01,influxdata/influxdb,37.97166061401367
2025-08-01,influxdata/influxdb,34.96635818481445
2025-09-01,influxdata/influxdb,29.8778133392334
2024-10-01,kuzudb/kuzu,38.87074279785156
2024-11-01,kuzudb/kuzu,37.67331314086914
2024-12-01,kuzudb/kuzu,35.873931884765625
2025-01-01,kuzudb/kuzu,36.42535400390625
2025-02-01,kuzudb/kuzu,37.76370620727539
2025-03-01,kuzudb/kuzu,39.517425537109375
2025-04-01,kuzudb/kuzu,42.02019119262695
2025-05-01,kuzudb/kuzu,43.10702896118164
2025-06-01,kuzudb/kuzu,42.86113739013672
2025-07-01,kuzudb/kuzu,39.57453155517578
2025-08-01,kuzudb/kuzu,40.97956466674805
2025-09-01,kuzudb/kuzu,35.8045654296875
2024-10-01,manticoresoftware/manticoresearch,32.235538482666016
2024-11-01,manticoresoftware/manticoresearch,34.42683792114258
2024-12-01,manticoresoftware/manticoresearch,32.272560119628906
2025-01-01,manticoresoftware/manticoresearch,31.385557174682617
2025-02-01,manticoresoftware/manticoresearch,32.42357635498047
2025-03-01,manticoresoftware/manticoresearch,34.06580352783203
2025-04-01,manticoresoftware/manticoresearch,29.136789321899414
2025-05-01,manticoresoftware/manticoresearch,30.55214500427246
2025-06-01,manticoresoftware/manticoresearch,31.644372940063477
2025-07-01,manticoresoftware/manticoresearch,32.72427749633789
2025-08-01,manticoresoftware/manticoresearch,34.10328674316406
