full_name,dbms_name,slug,date,score
vitessio/vitess,Vitess,Vitess,2025-08,1.129
vitessio/vitess,Vitess,Vitess,2025-09,1.256
xtdb/xtdb,XTDB,XTDB,2024-10,0.145
xtdb/xtdb,XTDB,XTDB,2024-11,0.15
xtdb/xtdb,XTDB,XTDB,2024-12,0.168
xtdb/xtdb,XTDB,XTDB,2025-01,0.178
xtdb/xtdb,XTDB,XTDB,2025-02,0.184
xtdb/xtdb,XTDB,XTDB,2025-03,0.189
xtdb/xtdb,XTDB,XTDB,2025-04,0.198
xtdb/xtdb,XTDB,XTDB,2025-05,0.196
xtdb/xtdb,XTDB,XTDB,2025-06,0.204
xtdb/xtdb,XTDB,XTDB,2025-07,0.204
xtdb/xtdb,XTDB,XTDB,2025-08,0.201
xtdb/xtdb,XTDB,XTDB,2025-09,0.212
ydb-platform/ydb,YDB,YDB,2024-10,0.395
ydb-platform/ydb,YDB,YDB,2024-11,0.389
ydb-platform/ydb,YDB,YDB,2024-12,0.376
ydb-platform/ydb,YDB,YDB,2025-01,0.386
ydb-platform/ydb,YDB,YDB,2025-02,0.367
ydb-platform/ydb,YDB,YDB,2025-03,0.488
ydb-platform/ydb,YDB,YDB,2025-04,0.571
ydb-platform/ydb,YDB,YDB,2025-05,0.63
ydb-platform/ydb,YDB,YDB,2025-06,0.577
ydb-platform/ydb,YDB,YDB,2025-07,0.514
ydb-platform/ydb,YDB,YDB,2025-08,0.419
ydb-platform/ydb,YDB,YDB,2025-09,0.431
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2024-10,0.157
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2024-11,0.16
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2024-12,0.163
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-01,0.174
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-02,0.185
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-03,0.227
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-04,0.207
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-05,0.218
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-06,0.22
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-07,0.281
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-08,0.23
ytsaurus/ytsaurus,YTsaurus,YTsaurus,2025-09,0.228
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2024-10,2.458
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2024-11,2.364
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2024-12,2.45
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-01,2.346
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-02,2.249
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-03,2.215
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-04,2.227
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-05,2.197
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-06,2.092
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-07,2.029
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-08,2.001
yugabyte/yugabyte-db,YugabyteDB,YugabyteDB,2025-09,2.126
